,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,team0Win,team0,team1,TourneyGame
4137,2003,94,1454,61,1178,50,H,0,0,1178,1454,0
4138,2003,94,1464,65,1260,63,H,0,0,1260,1464,0
4139,2003,95,1135,91,1217,86,H,0,0,1217,1135,0
4140,2003,95,1194,83,1144,56,H,0,1,1194,1144,0
4141,2003,95,1233,92,1310,76,H,0,1,1233,1310,0
4142,2003,95,1248,60,1159,56,H,0,0,1159,1248,0
4143,2003,95,1289,65,1126,63,H,0,1,1289,1126,0
4144,2003,95,1335,70,1165,67,A,0,1,1335,1165,0
4145,2003,95,1343,68,1162,51,A,0,0,1162,1343,0
4146,2003,95,1389,86,1351,83,H,0,1,1389,1351,0
4147,2003,95,1463,75,1171,64,H,0,1,1463,1171,0
4148,2003,96,1106,57,1115,33,H,0,1,1106,1115,0
4149,2003,96,1108,93,1238,91,H,2,1,1108,1238,0
4150,2003,96,1110,70,1137,56,H,0,0,1137,1110,0
4151,2003,96,1112,75,1450,62,A,0,0,1450,1112,0
4152,2003,96,1113,79,1449,77,A,1,0,1449,1113,0
4153,2003,96,1114,46,1198,45,A,0,1,1114,1198,0
4154,2003,96,1120,56,1261,54,H,0,1,1120,1261,0
4155,2003,96,1122,72,1293,69,H,0,0,1293,1122,0
4156,2003,96,1135,61,1171,53,H,0,0,1171,1135,0
4157,2003,96,1139,61,1227,47,H,0,0,1227,1139,0
4158,2003,96,1140,74,1461,66,A,0,0,1461,1140,0
4159,2003,96,1141,99,1103,92,A,0,1,1141,1103,0
4160,2003,96,1143,86,1332,75,A,0,0,1332,1143,0
4161,2003,96,1148,80,1291,66,H,0,1,1148,1291,0
4162,2003,96,1149,61,1219,56,H,0,0,1219,1149,0
4163,2003,96,1151,74,1154,67,A,0,0,1154,1151,0
4164,2003,96,1157,72,1457,66,H,0,1,1157,1457,0
4165,2003,96,1158,64,1202,53,A,0,1,1158,1202,0
4166,2003,96,1160,84,1235,69,H,0,0,1235,1160,0
4167,2003,96,1163,84,1344,68,A,0,0,1344,1163,0
4168,2003,96,1164,66,1299,50,A,0,1,1164,1299,0
4169,2003,96,1166,88,1133,65,H,0,1,1166,1133,0
4170,2003,96,1169,75,1334,67,H,0,0,1334,1169,0
4171,2003,96,1172,99,1111,86,H,0,1,1172,1111,0
4172,2003,96,1177,72,1150,64,H,0,0,1150,1177,0
4173,2003,96,1178,71,1453,62,A,0,1,1178,1453,0
4174,2003,96,1180,76,1406,50,A,0,0,1406,1180,0
4175,2003,96,1183,75,1287,69,H,0,0,1287,1183,0
4176,2003,96,1184,79,1369,75,A,0,1,1184,1369,0
4177,2003,96,1185,76,1405,72,H,0,0,1405,1185,0
4178,2003,96,1186,87,1285,72,H,0,1,1186,1285,0
4179,2003,96,1187,60,1379,57,H,0,0,1379,1187,0
4180,2003,96,1191,62,1179,51,A,0,0,1179,1191,0
4181,2003,96,1192,82,1357,73,H,0,0,1357,1192,0
4182,2003,96,1196,75,1104,56,H,0,0,1104,1196,0
4183,2003,96,1197,97,1175,77,H,0,0,1175,1197,0
4184,2003,96,1201,59,1129,52,A,0,0,1129,1201,0
4185,2003,96,1204,87,1190,83,H,0,0,1190,1204,0
4186,2003,96,1214,70,1271,54,H,0,0,1271,1214,0
4187,2003,96,1221,53,1119,45,A,0,0,1119,1221,0
4188,2003,96,1224,88,1313,78,A,0,0,1313,1224,0
4189,2003,96,1229,60,1232,52,H,0,1,1229,1232,0
4190,2003,96,1236,65,1464,63,H,0,1,1236,1464,0
4191,2003,96,1241,74,1330,66,H,0,0,1330,1241,0
4192,2003,96,1242,82,1243,64,A,0,0,1243,1242,0
4193,2003,96,1246,80,1279,62,A,0,1,1246,1279,0
4194,2003,96,1247,82,1182,74,A,0,0,1182,1247,0
4195,2003,96,1250,68,1298,46,H,0,0,1298,1250,0
4196,2003,96,1252,85,1147,75,H,0,0,1147,1252,0
4197,2003,96,1254,99,1352,85,A,0,0,1352,1254,0
4198,2003,96,1256,65,1363,60,H,0,0,1363,1256,0
4199,2003,96,1257,81,1222,55,A,0,0,1222,1257,0
4200,2003,96,1258,80,1211,74,H,0,1,1258,1211,0
4201,2003,96,1260,71,1460,69,A,0,1,1260,1460,0
4202,2003,96,1263,82,1107,71,A,0,1,1263,1107,0
4203,2003,96,1264,79,1145,65,H,0,0,1145,1264,0
4204,2003,96,1267,56,1132,54,H,0,0,1132,1267,0
4205,2003,96,1270,63,1372,53,H,0,0,1372,1270,0
4206,2003,96,1272,84,1395,69,A,0,0,1395,1272,0
4207,2003,96,1273,88,1209,80,H,0,0,1209,1273,0
4208,2003,96,1276,70,1234,62,H,0,0,1234,1276,0
4209,2003,96,1277,67,1231,62,A,1,1,1277,1231,0
4210,2003,96,1278,90,1345,68,H,0,1,1278,1345,0
4211,2003,96,1280,84,1116,54,H,0,1,1280,1116,0
4212,2003,96,1282,59,1152,56,H,0,0,1152,1282,0
4213,2003,96,1286,60,1340,56,A,0,1,1286,1340,0
4214,2003,96,1290,103,1105,72,A,0,1,1290,1105,0
4215,2003,96,1292,80,1176,68,A,0,1,1292,1176,0
4216,2003,96,1296,67,1245,61,A,0,1,1296,1245,0
4217,2003,96,1305,71,1431,64,A,0,1,1305,1431,0
4218,2003,96,1307,73,1102,59,H,0,1,1307,1102,0
4219,2003,96,1308,77,1375,71,H,0,0,1375,1308,0
4220,2003,96,1314,61,1199,60,H,0,0,1199,1314,0
4221,2003,96,1318,75,1306,61,A,0,0,1306,1318,0
4222,2003,96,1319,63,1170,45,A,0,1,1319,1170,0
4223,2003,96,1320,80,1455,72,H,0,0,1455,1320,0
4224,2003,96,1324,79,1237,78,H,0,1,1324,1237,0
4225,2003,96,1325,61,1138,49,H,0,1,1325,1138,0
4226,2003,96,1328,91,1124,42,H,0,0,1124,1328,0
4227,2003,96,1331,86,1381,73,H,0,0,1381,1331,0
4228,2003,96,1335,47,1162,40,A,0,1,1335,1162,0
4229,2003,96,1337,82,1339,62,H,0,1,1337,1339,0
4230,2003,96,1343,67,1165,49,A,0,1,1343,1165,0
4231,2003,96,1346,87,1420,66,H,0,0,1420,1346,0
4232,2003,96,1348,77,1203,72,H,0,1,1348,1203,0
4233,2003,96,1353,75,1130,72,H,0,1,1353,1130,0
4234,2003,96,1354,78,1288,68,H,0,1,1354,1288,0
4235,2003,96,1356,76,1283,75,A,0,1,1356,1283,0
4236,2003,96,1358,76,1311,65,A,0,1,1358,1311,0
4237,2003,96,1359,70,1239,43,H,0,1,1359,1239,0
4238,2003,96,1360,78,1365,66,A,0,0,1365,1360,0
4239,2003,96,1362,68,1388,67,A,0,1,1362,1388,0
4240,2003,96,1364,52,1225,44,H,0,1,1364,1225,0
4241,2003,96,1368,67,1249,57,H,0,0,1249,1368,0
4242,2003,96,1374,78,1218,69,H,0,0,1218,1374,0
4243,2003,96,1376,84,1435,72,A,0,0,1435,1376,0
4244,2003,96,1378,71,1387,64,H,0,1,1378,1387,0
4245,2003,96,1380,87,1212,68,H,0,0,1212,1380,0
4246,2003,96,1382,61,1350,55,A,0,0,1350,1382,0
4247,2003,96,1384,89,1383,72,H,0,0,1383,1384,0
4248,2003,96,1386,82,1200,64,A,0,1,1386,1200,0
4249,2003,96,1391,85,1125,80,A,0,1,1391,1125,0
4250,2003,96,1393,94,1452,80,A,0,1,1393,1452,0
4251,2003,96,1394,96,1366,77,H,0,1,1394,1366,0
4252,2003,96,1396,61,1269,50,A,0,0,1269,1396,0
4253,2003,96,1397,78,1208,72,H,0,0,1208,1397,0
4254,2003,96,1399,87,1404,77,H,0,0,1404,1399,0
4255,2003,96,1400,95,1401,87,A,0,1,1400,1401,0
4256,2003,96,1402,95,1322,62,H,0,0,1322,1402,0
4257,2003,96,1407,71,1240,51,H,0,1,1407,1240,0
4258,2003,96,1408,71,1412,66,A,0,0,1412,1408,0
4259,2003,96,1409,79,1349,56,H,0,1,1409,1349,0
4260,2003,96,1411,104,1341,100,H,0,1,1411,1341,0
4261,2003,96,1414,72,1168,52,H,0,1,1414,1168,0
4262,2003,96,1415,68,1253,65,A,0,0,1253,1415,0
4263,2003,96,1416,82,1205,59,H,0,0,1205,1416,0
4264,2003,96,1417,71,1207,70,A,0,1,1417,1207,0
4265,2003,96,1418,79,1309,75,H,1,1,1418,1309,0
4266,2003,96,1419,71,1427,61,A,0,0,1427,1419,0
4267,2003,96,1421,82,1128,68,H,0,0,1128,1421,0
4268,2003,96,1423,71,1174,53,H,0,1,1423,1174,0
4269,2003,96,1428,71,1161,66,A,0,1,1428,1161,0
4270,2003,96,1429,64,1142,63,A,0,1,1429,1142,0
4271,2003,96,1433,78,1206,62,H,0,1,1433,1206,0
4272,2003,96,1434,74,1442,62,A,0,0,1442,1434,0
4273,2003,96,1436,66,1392,60,A,0,1,1436,1392,0
4274,2003,96,1437,72,1274,67,A,1,1,1437,1274,0
4275,2003,96,1439,71,1385,54,A,0,1,1439,1385,0
4276,2003,96,1441,75,1422,63,H,0,0,1422,1441,0
4277,2003,96,1443,85,1317,70,A,0,0,1317,1443,0
4278,2003,96,1447,62,1284,53,H,0,1,1447,1284,0
4279,2003,96,1451,87,1226,70,H,0,1,1451,1226,0
4280,2003,96,1454,86,1156,69,H,0,1,1454,1156,0
4281,2003,96,1456,79,1220,69,A,0,0,1220,1456,0
4282,2003,96,1458,74,1321,59,A,0,0,1321,1458,0
4283,2003,96,1459,94,1440,93,A,1,1,1459,1440,0
4284,2003,96,1462,85,1173,77,H,0,0,1173,1462,0
4285,2003,96,1463,73,1217,68,H,0,1,1463,1217,0
4286,2003,97,1123,78,1275,70,H,0,0,1275,1123,0
4287,2003,97,1131,85,1127,82,A,0,1,1131,1127,0
4288,2003,97,1153,61,1329,50,H,0,1,1153,1329,0
4289,2003,97,1181,65,1155,55,H,0,1,1181,1155,0
4290,2003,97,1210,90,1268,84,H,0,0,1268,1210,0
4291,2003,97,1228,76,1326,57,H,0,1,1228,1326,0
4292,2003,97,1233,65,1373,64,H,0,1,1233,1373,0
4293,2003,97,1265,72,1259,65,H,0,1,1265,1259,0
4294,2003,97,1266,68,1448,61,H,0,0,1448,1266,0
4295,2003,97,1281,82,1403,73,H,0,1,1281,1403,0
4296,2003,97,1310,85,1193,74,A,0,0,1193,1310,0
4297,2003,97,1323,66,1338,64,H,0,1,1323,1338,0
4298,2003,97,1371,97,1389,80,H,0,1,1371,1389,0
4299,2003,97,1390,84,1333,73,A,0,0,1333,1390,0
4300,2003,97,1425,98,1424,73,A,0,0,1424,1425,0
4301,2003,97,1438,61,1301,58,H,0,1,1438,1301,0
4302,2003,98,1105,72,1115,54,H,0,1,1105,1115,0
4303,2003,98,1108,88,1212,79,H,0,1,1108,1212,0
4304,2003,98,1111,83,1440,64,H,0,0,1440,1111,0
4305,2003,98,1126,48,1175,43,H,0,0,1175,1126,0
4306,2003,98,1140,77,1161,68,A,0,0,1161,1140,0
4307,2003,98,1141,77,1444,58,H,0,1,1141,1444,0
4308,2003,98,1157,89,1219,71,H,0,0,1219,1157,0
4309,2003,98,1158,84,1154,75,H,0,0,1154,1158,0
4310,2003,98,1163,75,1393,61,H,0,1,1163,1393,0
4311,2003,98,1164,74,1354,72,A,0,1,1164,1354,0
4312,2003,98,1184,89,1398,72,H,0,0,1398,1184,0
4313,2003,98,1189,57,1149,50,A,0,1,1189,1149,0
4314,2003,98,1190,89,1441,71,H,0,0,1441,1190,0
4315,2003,98,1197,88,1289,53,H,0,1,1197,1289,0
4316,2003,98,1224,75,1214,65,A,0,0,1214,1224,0
4317,2003,98,1238,79,1380,72,A,0,0,1380,1238,0
4318,2003,98,1240,84,1252,60,A,0,0,1252,1240,0
4319,2003,98,1251,73,1421,72,H,0,0,1421,1251,0
4320,2003,98,1256,93,1409,82,H,0,1,1256,1409,0
4321,2003,98,1288,89,1299,84,A,0,1,1288,1299,0
4322,2003,98,1290,79,1106,78,A,0,1,1290,1106,0
4323,2003,98,1313,80,1271,63,H,0,1,1313,1271,0
4324,2003,98,1383,78,1148,55,H,0,1,1383,1148,0
4325,2003,98,1400,67,1328,61,H,0,0,1328,1400,0
4326,2003,98,1410,76,1366,62,H,0,0,1366,1410,0
4327,2003,98,1426,56,1270,52,A,0,1,1426,1270,0
4328,2003,98,1428,69,1461,56,A,0,0,1461,1428,0
4329,2003,98,1447,74,1346,70,A,0,1,1447,1346,0
4330,2003,98,1454,78,1453,54,H,0,1,1454,1453,0
4331,2003,98,1455,89,1191,84,H,0,1,1455,1191,0
4332,2003,98,1457,67,1128,63,H,0,0,1128,1457,0
4333,2003,98,1459,92,1151,83,A,0,1,1459,1151,0
4334,2003,99,1138,90,1185,66,H,0,1,1138,1185,0
4335,2003,99,1172,84,1422,77,A,0,1,1172,1422,0
4336,2003,99,1202,77,1204,69,H,0,1,1202,1204,0
4337,2003,99,1242,79,1124,58,A,0,1,1242,1124,0
4338,2003,99,1243,62,1160,54,H,0,1,1243,1160,0
4339,2003,99,1246,87,1208,67,H,0,0,1208,1246,0
4340,2003,99,1250,61,1137,49,H,0,1,1250,1137,0
4341,2003,99,1274,85,1439,65,H,0,1,1274,1439,0
4342,2003,99,1287,97,1399,89,H,0,0,1399,1287,0
4343,2003,99,1291,82,1420,74,H,1,1,1291,1420,0
4344,2003,99,1296,80,1325,53,H,0,1,1296,1325,0
4345,2003,99,1335,65,1343,55,H,0,0,1343,1335,0
4346,2003,99,1341,80,1394,76,H,0,1,1341,1394,0
4347,2003,99,1353,66,1207,59,H,0,1,1353,1207,0
4348,2003,99,1373,75,1259,58,A,0,1,1373,1259,0
4349,2003,99,1385,52,1437,50,A,0,1,1385,1437,0
4350,2003,99,1392,73,1131,67,H,0,1,1392,1131,0
4351,2003,99,1405,73,1132,59,H,0,0,1132,1405,0
4352,2003,99,1418,72,1176,69,H,1,0,1176,1418,0
4353,2003,99,1424,79,1361,64,A,0,0,1361,1424,0
4354,2003,99,1458,64,1277,53,H,0,1,1458,1277,0
4355,2003,100,1110,64,1298,61,A,0,1,1110,1298,0
4356,2003,100,1123,83,1245,75,H,0,1,1123,1245,0
4357,2003,100,1130,80,1344,69,A,0,0,1344,1130,0
4358,2003,100,1133,88,1229,76,H,0,1,1133,1229,0
4359,2003,100,1144,91,1252,90,H,1,0,1252,1144,0
4360,2003,100,1147,76,1236,61,H,0,1,1147,1236,0
4361,2003,100,1150,59,1222,55,H,1,1,1150,1222,0
4362,2003,100,1166,70,1283,67,H,1,1,1166,1283,0
4363,2003,100,1168,74,1415,64,A,0,1,1168,1415,0
4364,2003,100,1173,87,1203,68,H,0,0,1203,1173,0
4365,2003,100,1196,74,1279,55,H,0,1,1196,1279,0
4366,2003,100,1205,78,1457,74,A,0,1,1205,1457,0
4367,2003,100,1221,92,1159,91,A,0,1,1221,1159,0
4368,2003,100,1231,63,1276,49,H,0,1,1231,1276,0
4369,2003,100,1232,63,1179,62,H,0,1,1232,1179,0
4370,2003,100,1248,57,1119,43,H,0,1,1248,1119,0
4371,2003,100,1261,79,1435,60,H,0,1,1261,1435,0
4372,2003,100,1263,75,1318,55,H,0,0,1318,1263,0
4373,2003,100,1266,73,1177,60,A,0,0,1177,1266,0
4374,2003,100,1267,74,1103,58,H,0,0,1103,1267,0
4375,2003,100,1268,74,1199,72,A,0,0,1199,1268,0
4376,2003,100,1269,54,1350,53,H,0,0,1350,1269,0
4377,2003,100,1278,77,1234,64,H,0,1,1278,1234,0
4378,2003,100,1301,63,1210,57,H,0,0,1210,1301,0
4379,2003,100,1306,72,1216,61,H,0,1,1306,1216,0
4380,2003,100,1310,71,1145,68,A,0,1,1310,1145,0
4381,2003,100,1314,81,1438,67,H,0,0,1438,1314,0
4382,2003,100,1321,78,1345,67,H,0,0,1345,1321,0
4383,2003,100,1326,76,1336,67,A,0,0,1336,1326,0
4384,2003,100,1329,77,1304,70,A,0,1,1329,1304,0
4385,2003,100,1330,71,1423,68,H,0,1,1330,1423,0
4386,2003,100,1338,82,1452,46,H,0,0,1452,1338,0
4387,2003,100,1348,77,1247,65,H,0,1,1348,1247,0
4388,2003,100,1376,76,1155,59,H,0,1,1376,1155,0
4389,2003,100,1387,59,1257,58,H,0,1,1387,1257,0
4390,2003,100,1389,72,1265,68,H,0,1,1389,1265,0
4391,2003,100,1395,85,1379,78,H,0,0,1379,1395,0
4392,2003,100,1397,70,1116,62,A,0,0,1116,1397,0
4393,2003,100,1401,73,1281,71,H,0,0,1281,1401,0
4394,2003,100,1403,88,1235,73,A,0,1,1403,1235,0
4395,2003,100,1412,85,1378,67,H,0,1,1412,1378,0
4396,2003,100,1433,72,1180,59,A,0,1,1433,1180,0
4397,2003,100,1436,74,1127,54,H,0,1,1436,1127,0
4398,2003,100,1456,59,1406,52,A,0,1,1456,1406,0
4399,2003,101,1112,106,1417,70,H,0,0,1417,1112,0
4400,2003,101,1113,108,1425,78,H,0,0,1425,1113,0
4401,2003,101,1122,71,1398,56,H,0,0,1398,1122,0
4402,2003,101,1125,72,1209,57,A,0,1,1125,1209,0
4403,2003,101,1142,62,1169,59,A,0,1,1142,1169,0
4404,2003,101,1143,63,1450,53,H,0,0,1450,1143,0
4405,2003,101,1148,61,1357,58,A,0,1,1148,1357,0
4406,2003,101,1156,86,1464,76,H,0,1,1156,1464,0
4407,2003,101,1170,77,1186,71,H,0,1,1170,1186,0
4408,2003,101,1174,74,1241,71,H,0,1,1174,1241,0
4409,2003,101,1176,90,1317,84,H,0,1,1176,1317,0
4410,2003,101,1178,68,1460,63,H,0,1,1178,1460,0
4411,2003,101,1192,83,1254,68,A,0,0,1254,1192,0
4412,2003,101,1193,70,1264,68,A,0,0,1264,1193,0
4413,2003,101,1198,56,1375,46,A,0,1,1198,1375,0
4414,2003,101,1206,70,1220,54,H,0,0,1220,1206,0
4415,2003,101,1211,73,1388,49,H,0,1,1211,1388,0
4416,2003,101,1225,75,1253,67,H,0,1,1225,1253,0
4417,2003,101,1237,73,1282,61,H,0,1,1237,1282,0
4418,2003,101,1239,80,1416,75,H,0,1,1239,1416,0
4419,2003,101,1240,74,1359,63,H,0,1,1240,1359,0
4420,2003,101,1256,80,1201,77,A,0,1,1256,1201,0
4421,2003,101,1258,73,1365,61,A,0,1,1258,1365,0
4422,2003,101,1260,73,1139,63,H,0,1,1260,1139,0
4423,2003,101,1270,70,1322,57,A,0,0,1322,1270,0
4424,2003,101,1272,58,1408,57,A,0,0,1408,1272,0
4425,2003,101,1273,90,1289,83,H,0,0,1289,1273,0
4426,2003,101,1286,73,1226,65,H,0,0,1226,1286,0
4427,2003,101,1291,56,1352,54,H,0,1,1291,1352,0
4428,2003,101,1292,79,1117,55,H,0,0,1117,1292,0
4429,2003,101,1293,96,1183,77,H,0,0,1183,1293,0
4430,2003,101,1305,82,1374,64,H,0,0,1374,1305,0
4431,2003,101,1319,75,1340,64,H,0,0,1340,1319,0
4432,2003,101,1324,78,1331,57,H,0,1,1324,1331,0
4433,2003,101,1337,98,1360,93,A,0,1,1337,1360,0
4434,2003,101,1349,72,1431,66,H,0,0,1431,1349,0
4435,2003,101,1351,69,1233,58,H,0,1,1351,1233,0
4436,2003,101,1356,72,1320,61,H,0,1,1356,1320,0
4437,2003,101,1358,79,1402,71,H,0,0,1402,1358,0
4438,2003,101,1362,72,1339,55,A,0,1,1362,1339,0
4439,2003,101,1364,62,1334,52,A,0,0,1334,1364,0
4440,2003,101,1372,84,1311,56,H,0,1,1372,1311,0
4441,2003,101,1381,78,1442,75,H,0,0,1442,1381,0
4442,2003,101,1383,81,1284,71,H,0,1,1383,1284,0
4443,2003,101,1384,72,1420,64,A,0,0,1420,1384,0
4444,2003,101,1386,78,1396,59,H,0,0,1396,1386,0
4445,2003,101,1390,78,1449,69,H,0,0,1449,1390,0
4446,2003,101,1391,83,1194,78,H,0,1,1391,1194,0
4447,2003,101,1404,77,1369,61,H,0,0,1369,1404,0
4448,2003,101,1409,71,1129,55,H,0,1,1409,1129,0
4449,2003,101,1414,59,1429,58,A,0,1,1414,1429,0
4450,2003,101,1421,75,1347,68,H,0,1,1421,1347,0
4451,2003,101,1426,73,1368,68,H,0,1,1426,1368,0
4452,2003,101,1427,61,1249,53,A,0,1,1427,1249,0
4453,2003,101,1434,81,1152,70,A,0,1,1434,1152,0
4454,2003,101,1443,70,1114,51,H,0,0,1114,1443,0
4455,2003,101,1448,94,1181,80,H,2,0,1181,1448,0
4456,2003,101,1451,75,1285,72,A,0,0,1285,1451,0
4457,2003,101,1454,81,1227,78,H,0,1,1454,1227,0
4458,2003,102,1107,82,1392,74,H,0,1,1107,1392,0
4459,2003,102,1135,80,1343,73,A,0,1,1135,1343,0
4460,2003,102,1137,59,1298,41,H,0,0,1298,1137,0
4461,2003,102,1145,76,1259,64,H,0,1,1145,1259,0
4462,2003,102,1171,65,1165,56,H,0,1,1171,1165,0
4463,2003,102,1205,81,1144,69,H,0,0,1144,1205,0
4464,2003,102,1217,77,1162,63,H,0,1,1217,1162,0
4465,2003,102,1335,68,1463,57,H,0,1,1335,1463,0
4466,2003,102,1424,61,1140,54,H,0,0,1140,1424,0
4467,2003,103,1102,80,1161,75,H,0,1,1102,1161,0
4468,2003,103,1104,84,1120,68,H,0,0,1120,1104,0
4469,2003,103,1106,85,1105,74,H,0,1,1106,1105,0
4470,2003,103,1110,69,1250,59,H,0,1,1110,1250,0
4471,2003,103,1112,86,1425,59,H,0,0,1425,1112,0
4472,2003,103,1113,85,1417,69,H,0,1,1113,1417,0
4473,2003,103,1114,74,1292,58,A,0,0,1292,1114,0
4474,2003,103,1115,88,1380,79,H,1,1,1115,1380,0
4475,2003,103,1122,58,1399,54,H,0,1,1122,1399,0
4476,2003,103,1123,80,1138,68,A,0,0,1138,1123,0
4477,2003,103,1124,74,1329,72,A,0,1,1124,1329,0
4478,2003,103,1127,63,1263,62,H,0,1,1127,1263,0
4479,2003,103,1128,76,1189,67,H,0,0,1189,1128,0
4480,2003,103,1130,76,1274,65,H,0,0,1274,1130,0
4481,2003,103,1131,65,1216,59,H,1,1,1131,1216,0
4482,2003,103,1133,77,1356,73,H,1,1,1133,1356,0
4483,2003,103,1139,66,1178,63,A,0,1,1139,1178,0
4484,2003,103,1141,66,1405,64,A,0,0,1405,1141,0
4485,2003,103,1142,67,1334,64,A,0,1,1142,1334,0
4486,2003,103,1143,58,1449,53,H,0,1,1143,1449,0
4487,2003,103,1150,74,1153,64,H,0,0,1153,1150,0
4488,2003,103,1155,80,1314,77,H,0,0,1314,1155,0
4489,2003,103,1158,108,1111,96,A,0,0,1111,1158,0
4490,2003,103,1159,68,1119,58,A,0,0,1119,1159,0
4491,2003,103,1160,98,1401,83,H,0,0,1401,1160,0
4492,2003,103,1164,64,1313,52,H,0,1,1164,1313,0
4493,2003,103,1165,82,1217,69,A,0,1,1165,1217,0
4494,2003,103,1170,72,1340,58,H,0,1,1170,1340,0
4495,2003,103,1171,63,1162,49,H,0,0,1162,1171,0
4496,2003,103,1173,66,1386,56,H,0,1,1173,1386,0
4497,2003,103,1175,76,1299,53,H,0,0,1299,1175,0
4498,2003,103,1177,74,1379,69,A,1,1,1177,1379,0
4499,2003,103,1179,59,1229,48,A,0,1,1179,1229,0
4500,2003,103,1180,78,1241,67,H,0,0,1241,1180,0
4501,2003,103,1181,78,1438,59,A,0,1,1181,1438,0
4502,2003,103,1182,74,1200,65,A,0,0,1200,1182,0
4503,2003,103,1183,85,1404,84,A,0,0,1404,1183,0
4504,2003,103,1186,78,1319,75,A,0,1,1186,1319,0
4505,2003,103,1190,87,1172,72,A,0,0,1172,1190,0
4506,2003,103,1193,67,1265,56,H,0,1,1193,1265,0
4507,2003,103,1197,62,1271,60,A,0,1,1197,1271,0
4508,2003,103,1199,71,1210,64,H,0,0,1210,1199,0
4509,2003,103,1201,76,1374,56,H,0,1,1201,1374,0
4510,2003,103,1204,69,1459,68,H,0,1,1204,1459,0
4511,2003,103,1206,60,1456,43,A,0,0,1456,1206,0
4512,2003,103,1207,85,1439,73,A,0,1,1207,1439,0
4513,2003,103,1208,83,1435,70,H,0,1,1208,1435,0
4514,2003,103,1211,82,1362,71,H,0,1,1211,1362,0
4515,2003,103,1214,75,1288,59,A,0,0,1288,1214,0
4516,2003,103,1221,73,1248,65,H,0,0,1248,1221,0
4517,2003,103,1224,96,1126,68,H,0,1,1224,1126,0
4518,2003,103,1227,86,1236,64,H,0,0,1236,1227,0
4519,2003,103,1234,84,1336,71,H,0,1,1234,1336,0
4520,2003,103,1237,76,1331,65,H,0,0,1331,1237,0
4521,2003,103,1238,80,1411,63,H,0,0,1411,1238,0
4522,2003,103,1239,89,1194,54,H,0,1,1239,1194,0
4523,2003,103,1240,92,1125,87,H,0,1,1240,1125,0
4524,2003,103,1246,68,1261,57,H,0,1,1246,1261,0
4525,2003,103,1249,64,1402,53,H,0,0,1402,1249,0
4526,2003,103,1251,54,1149,48,H,0,0,1149,1251,0
4527,2003,103,1256,99,1305,97,A,1,1,1256,1305,0
4528,2003,103,1257,73,1266,70,A,0,0,1266,1257,0
4529,2003,103,1260,84,1453,73,H,1,0,1453,1260,0
4530,2003,103,1269,82,1382,76,A,0,1,1269,1382,0
4531,2003,103,1272,94,1412,70,H,0,0,1412,1272,0
4532,2003,103,1273,83,1407,80,H,0,0,1407,1273,0
4533,2003,103,1275,69,1267,49,H,0,0,1267,1275,0
4534,2003,103,1276,70,1326,54,H,0,0,1326,1276,0
4535,2003,103,1277,64,1321,51,H,0,0,1321,1277,0
4536,2003,103,1280,68,1279,64,H,1,0,1279,1280,0
4537,2003,103,1281,71,1243,63,H,0,1,1281,1243,0
4538,2003,103,1283,65,1232,51,H,0,1,1283,1232,0
4539,2003,103,1284,78,1254,70,H,0,0,1254,1284,0
4540,2003,103,1285,69,1226,65,H,0,0,1226,1285,0
4541,2003,103,1287,88,1184,87,H,0,1,1287,1184,0
4542,2003,103,1290,73,1108,65,H,0,1,1290,1108,0
4543,2003,103,1293,71,1369,65,H,0,0,1369,1293,0
4544,2003,103,1296,70,1185,68,A,1,1,1296,1185,0
4545,2003,103,1309,49,1198,48,H,0,1,1309,1198,0
4546,2003,103,1318,76,1436,59,H,0,0,1436,1318,0
4547,2003,103,1324,100,1282,79,H,0,1,1324,1282,0
4548,2003,103,1325,74,1245,71,H,0,1,1325,1245,0
4549,2003,103,1328,63,1403,58,A,0,0,1403,1328,0
4550,2003,103,1330,73,1406,51,A,0,0,1406,1330,0
4551,2003,103,1332,80,1333,63,A,0,0,1333,1332,0
4552,2003,103,1335,73,1135,66,H,0,0,1135,1335,0
4553,2003,103,1341,74,1212,61,A,0,0,1212,1341,0
4554,2003,103,1343,56,1463,49,H,0,1,1343,1463,0
4555,2003,103,1344,69,1385,59,A,0,0,1385,1344,0
4556,2003,103,1345,70,1228,61,H,0,0,1228,1345,0
4557,2003,103,1346,78,1357,69,A,0,1,1346,1357,0
4558,2003,103,1347,65,1157,58,H,0,1,1347,1157,0
4559,2003,103,1349,72,1129,62,H,0,0,1129,1349,0
4560,2003,103,1352,64,1420,58,A,0,0,1420,1352,0
4561,2003,103,1358,72,1427,50,H,0,0,1427,1358,0
4562,2003,103,1359,78,1209,74,A,2,1,1359,1209,0
4563,2003,103,1360,73,1258,51,H,0,0,1258,1360,0
4564,2003,103,1363,55,1218,54,A,0,0,1218,1363,0
4565,2003,103,1364,67,1169,58,A,0,0,1169,1364,0
4566,2003,103,1371,73,1338,61,H,0,1,1371,1338,0
4567,2003,103,1372,67,1368,51,H,0,0,1368,1372,0
4568,2003,103,1376,72,1116,65,H,0,0,1116,1376,0
4569,2003,103,1378,62,1222,47,H,0,0,1222,1378,0
4570,2003,103,1383,85,1192,80,H,0,0,1192,1383,0
4571,2003,103,1384,79,1291,69,A,1,1,1384,1291,0
