,Id,Pred,Season,team0,team1,wins0,wins1
1199,2012_1242_1249,0.5,2012,1242,1249,27,21
1200,2012_1242_1250,0.5,2012,1242,1250,27,25
1201,2012_1242_1253,0.5,2012,1242,1253,27,23
1202,2012_1242_1254,0.5,2012,1242,1254,27,25
1203,2012_1242_1257,0.5,2012,1242,1257,27,26
1204,2012_1242_1259,0.5,2012,1242,1259,27,24
1205,2012_1242_1266,0.5,2012,1242,1266,27,25
1206,2012_1242_1272,0.5,2012,1242,1272,27,26
1207,2012_1242_1276,0.5,2012,1242,1276,27,23
1208,2012_1242_1277,0.5,2012,1242,1277,27,27
1209,2012_1242_1281,0.5,2012,1242,1281,27,30
1210,2012_1242_1285,0.5,2012,1242,1285,27,23
1211,2012_1242_1290,0.5,2012,1242,1290,27,21
1212,2012_1242_1293,0.5,2012,1242,1293,27,27
1213,2012_1242_1301,0.5,2012,1242,1301,27,22
1214,2012_1242_1307,0.5,2012,1242,1307,27,26
1215,2012_1242_1308,0.5,2012,1242,1308,27,24
1216,2012_1242_1313,0.5,2012,1242,1313,27,24
1217,2012_1242_1314,0.5,2012,1242,1314,27,29
1218,2012_1242_1323,0.5,2012,1242,1323,27,22
1219,2012_1242_1325,0.5,2012,1242,1325,27,26
1220,2012_1242_1326,0.5,2012,1242,1326,27,27
1221,2012_1242_1345,0.5,2012,1242,1345,27,21
1222,2012_1242_1355,0.5,2012,1242,1355,27,25
1223,2012_1242_1361,0.5,2012,1242,1361,27,24
1224,2012_1242_1378,0.5,2012,1242,1378,27,19
1225,2012_1242_1379,0.5,2012,1242,1379,27,23
1226,2012_1242_1382,0.5,2012,1242,1382,27,20
1227,2012_1242_1387,0.5,2012,1242,1387,27,24
1228,2012_1242_1388,0.5,2012,1242,1388,27,25
1229,2012_1242_1393,0.5,2012,1242,1393,27,31
1230,2012_1242_1396,0.5,2012,1242,1396,27,24
1231,2012_1242_1400,0.5,2012,1242,1400,27,20
1232,2012_1242_1421,0.5,2012,1242,1421,27,21
1233,2012_1242_1424,0.5,2012,1242,1424,27,24
1234,2012_1242_1433,0.5,2012,1242,1433,27,28
1235,2012_1242_1435,0.5,2012,1242,1435,27,24
1236,2012_1242_1436,0.5,2012,1242,1436,27,23
1237,2012_1242_1438,0.5,2012,1242,1438,27,22
1238,2012_1242_1443,0.5,2012,1242,1443,27,15
1239,2012_1242_1452,0.5,2012,1242,1452,27,19
1240,2012_1242_1455,0.5,2012,1242,1455,27,26
1241,2012_1242_1458,0.5,2012,1242,1458,27,24
1242,2012_1242_1462,0.5,2012,1242,1462,27,21
1243,2012_1243_1246,0.5,2012,1243,1246,21,32
1244,2012_1243_1249,0.5,2012,1243,1249,21,21
1245,2012_1243_1250,0.5,2012,1243,1250,21,25
1246,2012_1243_1253,0.5,2012,1243,1253,21,23
1247,2012_1243_1254,0.5,2012,1243,1254,21,25
1248,2012_1243_1257,0.5,2012,1243,1257,21,26
1249,2012_1243_1259,0.5,2012,1243,1259,21,24
1250,2012_1243_1266,0.5,2012,1243,1266,21,25
1251,2012_1243_1272,0.5,2012,1243,1272,21,26
1252,2012_1243_1276,0.5,2012,1243,1276,21,23
1253,2012_1243_1277,0.5,2012,1243,1277,21,27
1254,2012_1243_1281,0.5,2012,1243,1281,21,30
1255,2012_1243_1285,0.5,2012,1243,1285,21,23
1256,2012_1243_1290,0.5,2012,1243,1290,21,21
1257,2012_1243_1293,0.5,2012,1243,1293,21,27
1258,2012_1243_1301,0.5,2012,1243,1301,21,22
1259,2012_1243_1307,0.5,2012,1243,1307,21,26
1260,2012_1243_1308,0.5,2012,1243,1308,21,24
1261,2012_1243_1313,0.5,2012,1243,1313,21,24
1262,2012_1243_1314,0.5,2012,1243,1314,21,29
1263,2012_1243_1323,0.5,2012,1243,1323,21,22
1264,2012_1243_1325,0.5,2012,1243,1325,21,26
1265,2012_1243_1326,0.5,2012,1243,1326,21,27
1266,2012_1243_1345,0.5,2012,1243,1345,21,21
1267,2012_1243_1355,0.5,2012,1243,1355,21,25
1268,2012_1243_1361,0.5,2012,1243,1361,21,24
1269,2012_1243_1378,0.5,2012,1243,1378,21,19
1270,2012_1243_1379,0.5,2012,1243,1379,21,23
1271,2012_1243_1382,0.5,2012,1243,1382,21,20
1272,2012_1243_1387,0.5,2012,1243,1387,21,24
1273,2012_1243_1388,0.5,2012,1243,1388,21,25
1274,2012_1243_1393,0.5,2012,1243,1393,21,31
1275,2012_1243_1396,0.5,2012,1243,1396,21,24
1276,2012_1243_1400,0.5,2012,1243,1400,21,20
1277,2012_1243_1421,0.5,2012,1243,1421,21,21
1278,2012_1243_1424,0.5,2012,1243,1424,21,24
1279,2012_1243_1433,0.5,2012,1243,1433,21,28
1280,2012_1243_1435,0.5,2012,1243,1435,21,24
1281,2012_1243_1436,0.5,2012,1243,1436,21,23
1282,2012_1243_1438,0.5,2012,1243,1438,21,22
1283,2012_1243_1443,0.5,2012,1243,1443,21,15
1284,2012_1243_1452,0.5,2012,1243,1452,21,19
1285,2012_1243_1455,0.5,2012,1243,1455,21,26
1286,2012_1243_1458,0.5,2012,1243,1458,21,24
1287,2012_1243_1462,0.5,2012,1243,1462,21,21
1288,2012_1246_1249,0.5,2012,1246,1249,32,21
1289,2012_1246_1250,0.5,2012,1246,1250,32,25
1290,2012_1246_1253,0.5,2012,1246,1253,32,23
1291,2012_1246_1254,0.5,2012,1246,1254,32,25
1292,2012_1246_1257,0.5,2012,1246,1257,32,26
1293,2012_1246_1259,0.5,2012,1246,1259,32,24
1294,2012_1246_1266,0.5,2012,1246,1266,32,25
1295,2012_1246_1272,0.5,2012,1246,1272,32,26
1296,2012_1246_1276,0.5,2012,1246,1276,32,23
1297,2012_1246_1277,0.5,2012,1246,1277,32,27
1298,2012_1246_1281,0.5,2012,1246,1281,32,30
1299,2012_1246_1285,0.5,2012,1246,1285,32,23
1300,2012_1246_1290,0.5,2012,1246,1290,32,21
1301,2012_1246_1293,0.5,2012,1246,1293,32,27
1302,2012_1246_1301,0.5,2012,1246,1301,32,22
1303,2012_1246_1307,0.5,2012,1246,1307,32,26
1304,2012_1246_1308,0.5,2012,1246,1308,32,24
1305,2012_1246_1313,0.5,2012,1246,1313,32,24
1306,2012_1246_1314,0.5,2012,1246,1314,32,29
1307,2012_1246_1323,0.5,2012,1246,1323,32,22
1308,2012_1246_1325,0.5,2012,1246,1325,32,26
1309,2012_1246_1326,0.5,2012,1246,1326,32,27
1310,2012_1246_1345,0.5,2012,1246,1345,32,21
1311,2012_1246_1355,0.5,2012,1246,1355,32,25
1312,2012_1246_1361,0.5,2012,1246,1361,32,24
1313,2012_1246_1378,0.5,2012,1246,1378,32,19
1314,2012_1246_1379,0.5,2012,1246,1379,32,23
1315,2012_1246_1382,0.5,2012,1246,1382,32,20
1316,2012_1246_1387,0.5,2012,1246,1387,32,24
1317,2012_1246_1388,0.5,2012,1246,1388,32,25
1318,2012_1246_1393,0.5,2012,1246,1393,32,31
1319,2012_1246_1396,0.5,2012,1246,1396,32,24
1320,2012_1246_1400,0.5,2012,1246,1400,32,20
1321,2012_1246_1421,0.5,2012,1246,1421,32,21
1322,2012_1246_1424,0.5,2012,1246,1424,32,24
1323,2012_1246_1433,0.5,2012,1246,1433,32,28
1324,2012_1246_1435,0.5,2012,1246,1435,32,24
1325,2012_1246_1436,0.5,2012,1246,1436,32,23
1326,2012_1246_1438,0.5,2012,1246,1438,32,22
1327,2012_1246_1443,0.5,2012,1246,1443,32,15
1328,2012_1246_1452,0.5,2012,1246,1452,32,19
1329,2012_1246_1455,0.5,2012,1246,1455,32,26
1330,2012_1246_1458,0.5,2012,1246,1458,32,24
1331,2012_1246_1462,0.5,2012,1246,1462,32,21
1332,2012_1249_1250,0.5,2012,1249,1250,21,25
1333,2012_1249_1253,0.5,2012,1249,1253,21,23
1334,2012_1249_1254,0.5,2012,1249,1254,21,25
1335,2012_1249_1257,0.5,2012,1249,1257,21,26
1336,2012_1249_1259,0.5,2012,1249,1259,21,24
1337,2012_1249_1266,0.5,2012,1249,1266,21,25
1338,2012_1249_1272,0.5,2012,1249,1272,21,26
1339,2012_1249_1276,0.5,2012,1249,1276,21,23
1340,2012_1249_1277,0.5,2012,1249,1277,21,27
1341,2012_1249_1281,0.5,2012,1249,1281,21,30
1342,2012_1249_1285,0.5,2012,1249,1285,21,23
1343,2012_1249_1290,0.5,2012,1249,1290,21,21
1344,2012_1249_1293,0.5,2012,1249,1293,21,27
1345,2012_1249_1301,0.5,2012,1249,1301,21,22
1346,2012_1249_1307,0.5,2012,1249,1307,21,26
1347,2012_1249_1308,0.5,2012,1249,1308,21,24
1348,2012_1249_1313,0.5,2012,1249,1313,21,24
1349,2012_1249_1314,0.5,2012,1249,1314,21,29
1350,2012_1249_1323,0.5,2012,1249,1323,21,22
1351,2012_1249_1325,0.5,2012,1249,1325,21,26
1352,2012_1249_1326,0.5,2012,1249,1326,21,27
1353,2012_1249_1345,0.5,2012,1249,1345,21,21
1354,2012_1249_1355,0.5,2012,1249,1355,21,25
1355,2012_1249_1361,0.5,2012,1249,1361,21,24
1356,2012_1249_1378,0.5,2012,1249,1378,21,19
1357,2012_1249_1379,0.5,2012,1249,1379,21,23
1358,2012_1249_1382,0.5,2012,1249,1382,21,20
1359,2012_1249_1387,0.5,2012,1249,1387,21,24
1360,2012_1249_1388,0.5,2012,1249,1388,21,25
1361,2012_1249_1393,0.5,2012,1249,1393,21,31
1362,2012_1249_1396,0.5,2012,1249,1396,21,24
1363,2012_1249_1400,0.5,2012,1249,1400,21,20
1364,2012_1249_1421,0.5,2012,1249,1421,21,21
1365,2012_1249_1424,0.5,2012,1249,1424,21,24
1366,2012_1249_1433,0.5,2012,1249,1433,21,28
1367,2012_1249_1435,0.5,2012,1249,1435,21,24
1368,2012_1249_1436,0.5,2012,1249,1436,21,23
1369,2012_1249_1438,0.5,2012,1249,1438,21,22
1370,2012_1249_1443,0.5,2012,1249,1443,21,15
1371,2012_1249_1452,0.5,2012,1249,1452,21,19
1372,2012_1249_1455,0.5,2012,1249,1455,21,26
1373,2012_1249_1458,0.5,2012,1249,1458,21,24
1374,2012_1249_1462,0.5,2012,1249,1462,21,21
1375,2012_1250_1253,0.5,2012,1250,1253,25,23
1376,2012_1250_1254,0.5,2012,1250,1254,25,25
1377,2012_1250_1257,0.5,2012,1250,1257,25,26
1378,2012_1250_1259,0.5,2012,1250,1259,25,24
1379,2012_1250_1266,0.5,2012,1250,1266,25,25
1380,2012_1250_1272,0.5,2012,1250,1272,25,26
1381,2012_1250_1276,0.5,2012,1250,1276,25,23
1382,2012_1250_1277,0.5,2012,1250,1277,25,27
1383,2012_1250_1281,0.5,2012,1250,1281,25,30
1384,2012_1250_1285,0.5,2012,1250,1285,25,23
1385,2012_1250_1290,0.5,2012,1250,1290,25,21
1386,2012_1250_1293,0.5,2012,1250,1293,25,27
1387,2012_1250_1301,0.5,2012,1250,1301,25,22
1388,2012_1250_1307,0.5,2012,1250,1307,25,26
1389,2012_1250_1308,0.5,2012,1250,1308,25,24
1390,2012_1250_1313,0.5,2012,1250,1313,25,24
1391,2012_1250_1314,0.5,2012,1250,1314,25,29
1392,2012_1250_1323,0.5,2012,1250,1323,25,22
1393,2012_1250_1325,0.5,2012,1250,1325,25,26
1394,2012_1250_1326,0.5,2012,1250,1326,25,27
1395,2012_1250_1345,0.5,2012,1250,1345,25,21
1396,2012_1250_1355,0.5,2012,1250,1355,25,25
1397,2012_1250_1361,0.5,2012,1250,1361,25,24
1398,2012_1250_1378,0.5,2012,1250,1378,25,19
1399,2012_1250_1379,0.5,2012,1250,1379,25,23
1400,2012_1250_1382,0.5,2012,1250,1382,25,20
1401,2012_1250_1387,0.5,2012,1250,1387,25,24
1402,2012_1250_1388,0.5,2012,1250,1388,25,25
1403,2012_1250_1393,0.5,2012,1250,1393,25,31
1404,2012_1250_1396,0.5,2012,1250,1396,25,24
1405,2012_1250_1400,0.5,2012,1250,1400,25,20
1406,2012_1250_1421,0.5,2012,1250,1421,25,21
1407,2012_1250_1424,0.5,2012,1250,1424,25,24
1408,2012_1250_1433,0.5,2012,1250,1433,25,28
1409,2012_1250_1435,0.5,2012,1250,1435,25,24
1410,2012_1250_1436,0.5,2012,1250,1436,25,23
1411,2012_1250_1438,0.5,2012,1250,1438,25,22
1412,2012_1250_1443,0.5,2012,1250,1443,25,15
1413,2012_1250_1452,0.5,2012,1250,1452,25,19
1414,2012_1250_1455,0.5,2012,1250,1455,25,26
1415,2012_1250_1458,0.5,2012,1250,1458,25,24
1416,2012_1250_1462,0.5,2012,1250,1462,25,21
1417,2012_1253_1254,0.5,2012,1253,1254,23,25
1418,2012_1253_1257,0.5,2012,1253,1257,23,26
1419,2012_1253_1259,0.5,2012,1253,1259,23,24
1420,2012_1253_1266,0.5,2012,1253,1266,23,25
1421,2012_1253_1272,0.5,2012,1253,1272,23,26
1422,2012_1253_1276,0.5,2012,1253,1276,23,23
1423,2012_1253_1277,0.5,2012,1253,1277,23,27
1424,2012_1253_1281,0.5,2012,1253,1281,23,30
1425,2012_1253_1285,0.5,2012,1253,1285,23,23
1426,2012_1253_1290,0.5,2012,1253,1290,23,21
1427,2012_1253_1293,0.5,2012,1253,1293,23,27
1428,2012_1253_1301,0.5,2012,1253,1301,23,22
1429,2012_1253_1307,0.5,2012,1253,1307,23,26
1430,2012_1253_1308,0.5,2012,1253,1308,23,24
1431,2012_1253_1313,0.5,2012,1253,1313,23,24
1432,2012_1253_1314,0.5,2012,1253,1314,23,29
1433,2012_1253_1323,0.5,2012,1253,1323,23,22
1434,2012_1253_1325,0.5,2012,1253,1325,23,26
1435,2012_1253_1326,0.5,2012,1253,1326,23,27
1436,2012_1253_1345,0.5,2012,1253,1345,23,21
1437,2012_1253_1355,0.5,2012,1253,1355,23,25
1438,2012_1253_1361,0.5,2012,1253,1361,23,24
1439,2012_1253_1378,0.5,2012,1253,1378,23,19
1440,2012_1253_1379,0.5,2012,1253,1379,23,23
1441,2012_1253_1382,0.5,2012,1253,1382,23,20
1442,2012_1253_1387,0.5,2012,1253,1387,23,24
1443,2012_1253_1388,0.5,2012,1253,1388,23,25
1444,2012_1253_1393,0.5,2012,1253,1393,23,31
1445,2012_1253_1396,0.5,2012,1253,1396,23,24
1446,2012_1253_1400,0.5,2012,1253,1400,23,20
1447,2012_1253_1421,0.5,2012,1253,1421,23,21
1448,2012_1253_1424,0.5,2012,1253,1424,23,24
1449,2012_1253_1433,0.5,2012,1253,1433,23,28
1450,2012_1253_1435,0.5,2012,1253,1435,23,24
1451,2012_1253_1436,0.5,2012,1253,1436,23,23
1452,2012_1253_1438,0.5,2012,1253,1438,23,22
1453,2012_1253_1443,0.5,2012,1253,1443,23,15
1454,2012_1253_1452,0.5,2012,1253,1452,23,19
1455,2012_1253_1455,0.5,2012,1253,1455,23,26
1456,2012_1253_1458,0.5,2012,1253,1458,23,24
1457,2012_1253_1462,0.5,2012,1253,1462,23,21
1458,2012_1254_1257,0.5,2012,1254,1257,25,26
1459,2012_1254_1259,0.5,2012,1254,1259,25,24
1460,2012_1254_1266,0.5,2012,1254,1266,25,25
1461,2012_1254_1272,0.5,2012,1254,1272,25,26
1462,2012_1254_1276,0.5,2012,1254,1276,25,23
1463,2012_1254_1277,0.5,2012,1254,1277,25,27
1464,2012_1254_1281,0.5,2012,1254,1281,25,30
1465,2012_1254_1285,0.5,2012,1254,1285,25,23
1466,2012_1254_1290,0.5,2012,1254,1290,25,21
1467,2012_1254_1293,0.5,2012,1254,1293,25,27
1468,2012_1254_1301,0.5,2012,1254,1301,25,22
1469,2012_1254_1307,0.5,2012,1254,1307,25,26
1470,2012_1254_1308,0.5,2012,1254,1308,25,24
1471,2012_1254_1313,0.5,2012,1254,1313,25,24
1472,2012_1254_1314,0.5,2012,1254,1314,25,29
1473,2012_1254_1323,0.5,2012,1254,1323,25,22
1474,2012_1254_1325,0.5,2012,1254,1325,25,26
1475,2012_1254_1326,0.5,2012,1254,1326,25,27
1476,2012_1254_1345,0.5,2012,1254,1345,25,21
1477,2012_1254_1355,0.5,2012,1254,1355,25,25
1478,2012_1254_1361,0.5,2012,1254,1361,25,24
1479,2012_1254_1378,0.5,2012,1254,1378,25,19
1480,2012_1254_1379,0.5,2012,1254,1379,25,23
1481,2012_1254_1382,0.5,2012,1254,1382,25,20
1482,2012_1254_1387,0.5,2012,1254,1387,25,24
1483,2012_1254_1388,0.5,2012,1254,1388,25,25
1484,2012_1254_1393,0.5,2012,1254,1393,25,31
1485,2012_1254_1396,0.5,2012,1254,1396,25,24
1486,2012_1254_1400,0.5,2012,1254,1400,25,20
1487,2012_1254_1421,0.5,2012,1254,1421,25,21
1488,2012_1254_1424,0.5,2012,1254,1424,25,24
1489,2012_1254_1433,0.5,2012,1254,1433,25,28
1490,2012_1254_1435,0.5,2012,1254,1435,25,24
1491,2012_1254_1436,0.5,2012,1254,1436,25,23
1492,2012_1254_1438,0.5,2012,1254,1438,25,22
1493,2012_1254_1443,0.5,2012,1254,1443,25,15
1494,2012_1254_1452,0.5,2012,1254,1452,25,19
1495,2012_1254_1455,0.5,2012,1254,1455,25,26
1496,2012_1254_1458,0.5,2012,1254,1458,25,24
1497,2012_1254_1462,0.5,2012,1254,1462,25,21
1498,2012_1257_1259,0.5,2012,1257,1259,26,24
1499,2012_1257_1266,0.5,2012,1257,1266,26,25
1500,2012_1257_1272,0.5,2012,1257,1272,26,26
1501,2012_1257_1276,0.5,2012,1257,1276,26,23
1502,2012_1257_1277,0.5,2012,1257,1277,26,27
1503,2012_1257_1281,0.5,2012,1257,1281,26,30
1504,2012_1257_1285,0.5,2012,1257,1285,26,23
1505,2012_1257_1290,0.5,2012,1257,1290,26,21
1506,2012_1257_1293,0.5,2012,1257,1293,26,27
1507,2012_1257_1301,0.5,2012,1257,1301,26,22
1508,2012_1257_1307,0.5,2012,1257,1307,26,26
1509,2012_1257_1308,0.5,2012,1257,1308,26,24
1510,2012_1257_1313,0.5,2012,1257,1313,26,24
1511,2012_1257_1314,0.5,2012,1257,1314,26,29
1512,2012_1257_1323,0.5,2012,1257,1323,26,22
1513,2012_1257_1325,0.5,2012,1257,1325,26,26
1514,2012_1257_1326,0.5,2012,1257,1326,26,27
1515,2012_1257_1345,0.5,2012,1257,1345,26,21
1516,2012_1257_1355,0.5,2012,1257,1355,26,25
1517,2012_1257_1361,0.5,2012,1257,1361,26,24
1518,2012_1257_1378,0.5,2012,1257,1378,26,19
1519,2012_1257_1379,0.5,2012,1257,1379,26,23
1520,2012_1257_1382,0.5,2012,1257,1382,26,20
1521,2012_1257_1387,0.5,2012,1257,1387,26,24
1522,2012_1257_1388,0.5,2012,1257,1388,26,25
1523,2012_1257_1393,0.5,2012,1257,1393,26,31
1524,2012_1257_1396,0.5,2012,1257,1396,26,24
1525,2012_1257_1400,0.5,2012,1257,1400,26,20
1526,2012_1257_1421,0.5,2012,1257,1421,26,21
1527,2012_1257_1424,0.5,2012,1257,1424,26,24
1528,2012_1257_1433,0.5,2012,1257,1433,26,28
1529,2012_1257_1435,0.5,2012,1257,1435,26,24
1530,2012_1257_1436,0.5,2012,1257,1436,26,23
1531,2012_1257_1438,0.5,2012,1257,1438,26,22
1532,2012_1257_1443,0.5,2012,1257,1443,26,15
1533,2012_1257_1452,0.5,2012,1257,1452,26,19
1534,2012_1257_1455,0.5,2012,1257,1455,26,26
1535,2012_1257_1458,0.5,2012,1257,1458,26,24
1536,2012_1257_1462,0.5,2012,1257,1462,26,21
1537,2012_1259_1266,0.5,2012,1259,1266,24,25
1538,2012_1259_1272,0.5,2012,1259,1272,24,26
1539,2012_1259_1276,0.5,2012,1259,1276,24,23
1540,2012_1259_1277,0.5,2012,1259,1277,24,27
1541,2012_1259_1281,0.5,2012,1259,1281,24,30
1542,2012_1259_1285,0.5,2012,1259,1285,24,23
1543,2012_1259_1290,0.5,2012,1259,1290,24,21
1544,2012_1259_1293,0.5,2012,1259,1293,24,27
1545,2012_1259_1301,0.5,2012,1259,1301,24,22
1546,2012_1259_1307,0.5,2012,1259,1307,24,26
1547,2012_1259_1308,0.5,2012,1259,1308,24,24
1548,2012_1259_1313,0.5,2012,1259,1313,24,24
1549,2012_1259_1314,0.5,2012,1259,1314,24,29
1550,2012_1259_1323,0.5,2012,1259,1323,24,22
1551,2012_1259_1325,0.5,2012,1259,1325,24,26
1552,2012_1259_1326,0.5,2012,1259,1326,24,27
1553,2012_1259_1345,0.5,2012,1259,1345,24,21
1554,2012_1259_1355,0.5,2012,1259,1355,24,25
1555,2012_1259_1361,0.5,2012,1259,1361,24,24
1556,2012_1259_1378,0.5,2012,1259,1378,24,19
1557,2012_1259_1379,0.5,2012,1259,1379,24,23
1558,2012_1259_1382,0.5,2012,1259,1382,24,20
1559,2012_1259_1387,0.5,2012,1259,1387,24,24
1560,2012_1259_1388,0.5,2012,1259,1388,24,25
1561,2012_1259_1393,0.5,2012,1259,1393,24,31
1562,2012_1259_1396,0.5,2012,1259,1396,24,24
1563,2012_1259_1400,0.5,2012,1259,1400,24,20
1564,2012_1259_1421,0.5,2012,1259,1421,24,21
1565,2012_1259_1424,0.5,2012,1259,1424,24,24
1566,2012_1259_1433,0.5,2012,1259,1433,24,28
1567,2012_1259_1435,0.5,2012,1259,1435,24,24
1568,2012_1259_1436,0.5,2012,1259,1436,24,23
1569,2012_1259_1438,0.5,2012,1259,1438,24,22
1570,2012_1259_1443,0.5,2012,1259,1443,24,15
1571,2012_1259_1452,0.5,2012,1259,1452,24,19
1572,2012_1259_1455,0.5,2012,1259,1455,24,26
1573,2012_1259_1458,0.5,2012,1259,1458,24,24
1574,2012_1259_1462,0.5,2012,1259,1462,24,21
1575,2012_1266_1272,0.5,2012,1266,1272,25,26
1576,2012_1266_1276,0.5,2012,1266,1276,25,23
1577,2012_1266_1277,0.5,2012,1266,1277,25,27
1578,2012_1266_1281,0.5,2012,1266,1281,25,30
1579,2012_1266_1285,0.5,2012,1266,1285,25,23
1580,2012_1266_1290,0.5,2012,1266,1290,25,21
1581,2012_1266_1293,0.5,2012,1266,1293,25,27
1582,2012_1266_1301,0.5,2012,1266,1301,25,22
1583,2012_1266_1307,0.5,2012,1266,1307,25,26
1584,2012_1266_1308,0.5,2012,1266,1308,25,24
1585,2012_1266_1313,0.5,2012,1266,1313,25,24
1586,2012_1266_1314,0.5,2012,1266,1314,25,29
1587,2012_1266_1323,0.5,2012,1266,1323,25,22
1588,2012_1266_1325,0.5,2012,1266,1325,25,26
1589,2012_1266_1326,0.5,2012,1266,1326,25,27
1590,2012_1266_1345,0.5,2012,1266,1345,25,21
1591,2012_1266_1355,0.5,2012,1266,1355,25,25
1592,2012_1266_1361,0.5,2012,1266,1361,25,24
1593,2012_1266_1378,0.5,2012,1266,1378,25,19
1594,2012_1266_1379,0.5,2012,1266,1379,25,23
1595,2012_1266_1382,0.5,2012,1266,1382,25,20
1596,2012_1266_1387,0.5,2012,1266,1387,25,24
1597,2012_1266_1388,0.5,2012,1266,1388,25,25
1598,2012_1266_1393,0.5,2012,1266,1393,25,31
1599,2012_1266_1396,0.5,2012,1266,1396,25,24
1600,2012_1266_1400,0.5,2012,1266,1400,25,20
1601,2012_1266_1421,0.5,2012,1266,1421,25,21
1602,2012_1266_1424,0.5,2012,1266,1424,25,24
1603,2012_1266_1433,0.5,2012,1266,1433,25,28
1604,2012_1266_1435,0.5,2012,1266,1435,25,24
1605,2012_1266_1436,0.5,2012,1266,1436,25,23
1606,2012_1266_1438,0.5,2012,1266,1438,25,22
1607,2012_1266_1443,0.5,2012,1266,1443,25,15
1608,2012_1266_1452,0.5,2012,1266,1452,25,19
1609,2012_1266_1455,0.5,2012,1266,1455,25,26
1610,2012_1266_1458,0.5,2012,1266,1458,25,24
1611,2012_1266_1462,0.5,2012,1266,1462,25,21
1612,2012_1272_1276,0.5,2012,1272,1276,26,23
1613,2012_1272_1277,0.5,2012,1272,1277,26,27
1614,2012_1272_1281,0.5,2012,1272,1281,26,30
1615,2012_1272_1285,0.5,2012,1272,1285,26,23
1616,2012_1272_1290,0.5,2012,1272,1290,26,21
1617,2012_1272_1293,0.5,2012,1272,1293,26,27
1618,2012_1272_1301,0.5,2012,1272,1301,26,22
1619,2012_1272_1307,0.5,2012,1272,1307,26,26
1620,2012_1272_1308,0.5,2012,1272,1308,26,24
1621,2012_1272_1313,0.5,2012,1272,1313,26,24
1622,2012_1272_1314,0.5,2012,1272,1314,26,29
1623,2012_1272_1323,0.5,2012,1272,1323,26,22
1624,2012_1272_1325,0.5,2012,1272,1325,26,26
1625,2012_1272_1326,0.5,2012,1272,1326,26,27
1626,2012_1272_1345,0.5,2012,1272,1345,26,21
1627,2012_1272_1355,0.5,2012,1272,1355,26,25
1628,2012_1272_1361,0.5,2012,1272,1361,26,24
1629,2012_1272_1378,0.5,2012,1272,1378,26,19
1630,2012_1272_1379,0.5,2012,1272,1379,26,23
1631,2012_1272_1382,0.5,2012,1272,1382,26,20
1632,2012_1272_1387,0.5,2012,1272,1387,26,24
1633,2012_1272_1388,0.5,2012,1272,1388,26,25
1634,2012_1272_1393,0.5,2012,1272,1393,26,31
1635,2012_1272_1396,0.5,2012,1272,1396,26,24
1636,2012_1272_1400,0.5,2012,1272,1400,26,20
1637,2012_1272_1421,0.5,2012,1272,1421,26,21
1638,2012_1272_1424,0.5,2012,1272,1424,26,24
1639,2012_1272_1433,0.5,2012,1272,1433,26,28
1640,2012_1272_1435,0.5,2012,1272,1435,26,24
1641,2012_1272_1436,0.5,2012,1272,1436,26,23
1642,2012_1272_1438,0.5,2012,1272,1438,26,22
1643,2012_1272_1443,0.5,2012,1272,1443,26,15
1644,2012_1272_1452,0.5,2012,1272,1452,26,19
1645,2012_1272_1455,0.5,2012,1272,1455,26,26
1646,2012_1272_1458,0.5,2012,1272,1458,26,24
1647,2012_1272_1462,0.5,2012,1272,1462,26,21
1648,2012_1276_1277,0.5,2012,1276,1277,23,27
1649,2012_1276_1281,0.5,2012,1276,1281,23,30
1650,2012_1276_1285,0.5,2012,1276,1285,23,23
1651,2012_1276_1290,0.5,2012,1276,1290,23,21
1652,2012_1276_1293,0.5,2012,1276,1293,23,27
1653,2012_1276_1301,0.5,2012,1276,1301,23,22
1654,2012_1276_1307,0.5,2012,1276,1307,23,26
1655,2012_1276_1308,0.5,2012,1276,1308,23,24
1656,2012_1276_1313,0.5,2012,1276,1313,23,24
1657,2012_1276_1314,0.5,2012,1276,1314,23,29
1658,2012_1276_1323,0.5,2012,1276,1323,23,22
1659,2012_1276_1325,0.5,2012,1276,1325,23,26
1660,2012_1276_1326,0.5,2012,1276,1326,23,27
1661,2012_1276_1345,0.5,2012,1276,1345,23,21
1662,2012_1276_1355,0.5,2012,1276,1355,23,25
1663,2012_1276_1361,0.5,2012,1276,1361,23,24
1664,2012_1276_1378,0.5,2012,1276,1378,23,19
1665,2012_1276_1379,0.5,2012,1276,1379,23,23
1666,2012_1276_1382,0.5,2012,1276,1382,23,20
1667,2012_1276_1387,0.5,2012,1276,1387,23,24
1668,2012_1276_1388,0.5,2012,1276,1388,23,25
1669,2012_1276_1393,0.5,2012,1276,1393,23,31
1670,2012_1276_1396,0.5,2012,1276,1396,23,24
1671,2012_1276_1400,0.5,2012,1276,1400,23,20
1672,2012_1276_1421,0.5,2012,1276,1421,23,21
1673,2012_1276_1424,0.5,2012,1276,1424,23,24
1674,2012_1276_1433,0.5,2012,1276,1433,23,28
1675,2012_1276_1435,0.5,2012,1276,1435,23,24
1676,2012_1276_1436,0.5,2012,1276,1436,23,23
1677,2012_1276_1438,0.5,2012,1276,1438,23,22
1678,2012_1276_1443,0.5,2012,1276,1443,23,15
1679,2012_1276_1452,0.5,2012,1276,1452,23,19
