,Id,Pred,Season,team0,team1,wins0,wins1,avg_fgm0,avg_fgm1,std_fgm0,std_fgm1,avg_fga0,avg_fga1,std_fga0,std_fga1,avg_fgm30,avg_fgm31,std_fgm30,std_fgm31,avg_fga30,avg_fga31,std_fga30,std_fga31,avg_ftm0,avg_ftm1,std_ftm0,std_ftm1,avg_fta0,avg_fta1,std_fta0,std_fta1,avg_or0,avg_or1,std_or0,std_or1,avg_dr0,avg_dr1,std_dr0,std_dr1,avg_ast0,avg_ast1,std_ast0,std_ast1,avg_to0,avg_to1,std_to0,std_to1,avg_stl0,avg_stl1,std_stl0,std_stl1,avg_blk0,avg_blk1,std_blk0,std_blk1,avg_pf0,avg_pf1,std_pf0,std_pf1,ftr0,ftr1,efg0,efg1,to_p0,to_p1,orp0,orp1
2989,2013_1166_1301,0.5,2013,1166,1301,27,24,26.68,28.12,4.03,4.44,52.56,56.91,5.97,5.26,8.76,5.29,3.3,1.88,20.82,13.47,4.6,3.47,13.26,16.0,5.07,6.11,17.68,23.44,6.12,8.05,8.41,11.44,4.26,3.16,26.82,25.38,4.08,4.64,17.18,14.62,4.59,4.02,12.26,12.35,2.88,2.65,5.0,6.59,3.02,2.55,2.59,4.26,2.23,2.45,16.21,15.32,3.49,4.18,0.34,0.42,0.59,0.54,0.34,0.3,0.29,0.35
2990,2013_1166_1307,0.5,2013,1166,1307,27,29,26.68,21.97,4.03,4.64,52.56,51.74,5.97,5.3,8.76,6.41,3.3,3.14,20.82,18.09,4.6,4.68,13.26,17.09,5.07,7.63,17.68,23.68,6.12,8.66,8.41,9.38,4.26,3.31,26.82,25.85,4.08,4.12,17.18,14.62,4.59,4.31,12.26,11.5,2.88,3.8,5.0,6.12,3.02,2.29,2.59,3.91,2.23,2.22,16.21,15.44,3.49,3.99,0.34,0.46,0.59,0.49,0.34,0.31,0.29,0.29
2991,2013_1166_1308,0.5,2013,1166,1308,27,23,26.68,23.85,4.03,4.8,52.56,51.7,5.97,6.7,8.76,4.0,3.3,2.06,20.82,12.27,4.6,3.6,13.26,16.3,5.07,4.93,17.68,24.79,6.12,7.03,8.41,11.79,4.26,4.27,26.82,25.39,4.08,4.42,17.18,11.45,4.59,4.04,12.26,14.36,2.88,4.81,5.0,5.52,3.02,2.56,2.59,5.55,2.23,2.63,16.21,15.21,3.49,3.85,0.34,0.49,0.59,0.5,0.34,0.45,0.29,0.36
2992,2013_1166_1314,0.5,2013,1166,1314,27,23,26.68,28.33,4.03,4.5,52.56,64.58,5.97,6.41,8.76,7.33,3.3,3.52,20.82,19.82,4.6,5.94,13.26,12.18,5.07,5.11,17.68,18.09,6.12,7.47,8.41,13.7,4.26,4.94,26.82,25.15,4.08,5.09,17.18,17.03,4.59,5.7,12.26,12.27,2.88,3.13,5.0,7.97,3.02,3.1,2.59,3.3,2.23,2.19,16.21,14.91,3.49,3.45,0.34,0.28,0.59,0.5,0.34,0.28,0.29,0.35
2993,2013_1166_1322,0.5,2013,1166,1322,27,19,26.68,27.44,4.03,5.18,52.56,61.48,5.97,6.55,8.76,5.74,3.3,3.03,20.82,18.26,4.6,4.02,13.26,17.33,5.07,5.21,17.68,25.11,6.12,7.19,8.41,13.67,4.26,3.98,26.82,24.48,4.08,5.13,17.18,14.63,4.59,4.88,12.26,14.0,2.88,4.64,5.0,9.33,3.02,4.25,2.59,4.52,2.23,2.23,16.21,19.89,3.49,5.01,0.34,0.41,0.59,0.49,0.34,0.33,0.29,0.35
2994,2013_1166_1323,0.5,2013,1166,1323,27,25,26.68,25.59,4.03,4.96,52.56,55.24,5.97,6.88,8.76,6.59,3.3,2.7,20.82,17.65,4.6,4.31,13.26,12.59,5.07,6.44,17.68,17.79,6.12,8.82,8.41,11.12,4.26,3.97,26.82,25.12,4.08,6.07,17.18,17.0,4.59,4.33,12.26,11.06,2.88,3.37,5.0,5.09,3.02,2.23,2.59,3.82,2.23,2.22,16.21,14.24,3.49,4.94,0.34,0.32,0.59,0.52,0.34,0.3,0.29,0.34
2995,2013_1166_1326,0.5,2013,1166,1326,27,26,26.68,25.09,4.03,4.54,52.56,55.27,5.97,6.06,8.76,6.03,3.3,2.66,20.82,17.18,4.6,5.84,13.26,13.09,5.07,5.1,17.68,18.88,6.12,5.9,8.41,10.67,4.26,4.11,26.82,24.82,4.08,4.64,17.18,13.33,4.59,4.73,12.26,10.61,2.88,3.35,5.0,6.79,3.02,2.58,2.59,4.3,2.23,2.28,16.21,15.55,3.49,4.36,0.34,0.34,0.59,0.51,0.34,0.27,0.29,0.32
2996,2013_1166_1328,0.5,2013,1166,1328,27,20,26.68,25.16,4.03,3.83,52.56,57.71,5.97,5.18,8.76,4.97,3.3,2.48,20.82,15.23,4.6,3.91,13.26,15.84,5.07,7.13,17.68,20.84,6.12,7.57,8.41,11.9,4.26,4.0,26.82,24.84,4.08,4.69,17.18,12.39,4.59,3.73,12.26,11.84,2.88,3.26,5.0,6.45,3.02,2.19,2.59,2.81,2.23,1.64,16.21,17.32,3.49,4.52,0.34,0.37,0.59,0.48,0.34,0.3,0.29,0.33
2997,2013_1166_1329,0.5,2013,1166,1329,27,24,26.68,24.78,4.03,3.79,52.56,56.31,5.97,7.09,8.76,5.56,3.3,2.66,20.82,17.59,4.6,5.03,13.26,17.25,5.07,5.71,17.68,23.0,6.12,7.37,8.41,10.88,4.26,3.75,26.82,25.53,4.08,5.41,17.18,12.06,4.59,3.67,12.26,12.41,2.88,3.71,5.0,7.5,3.02,2.41,2.59,4.75,2.23,1.76,16.21,17.97,3.49,3.71,0.34,0.42,0.59,0.49,0.34,0.32,0.29,0.31
2998,2013_1166_1332,0.5,2013,1166,1332,27,26,26.68,25.47,4.03,4.83,52.56,56.97,5.97,7.38,8.76,5.03,3.3,2.15,20.82,15.59,4.6,4.26,13.26,15.76,5.07,5.36,17.68,22.21,6.12,6.78,8.41,12.24,4.26,4.1,26.82,25.18,4.08,3.97,17.18,13.0,4.59,3.91,12.26,14.91,2.88,3.94,5.0,8.5,3.02,2.92,2.59,4.0,2.23,2.02,16.21,17.38,3.49,4.22,0.34,0.4,0.59,0.49,0.34,0.42,0.29,0.36
2999,2013_1166_1334,0.5,2013,1166,1334,27,20,26.68,23.22,4.03,3.36,52.56,52.06,5.97,5.65,8.76,6.47,3.3,2.88,20.82,16.53,4.6,5.62,13.26,13.94,5.07,4.87,17.68,19.91,6.12,6.04,8.41,9.41,4.26,3.89,26.82,22.16,4.08,3.72,17.18,14.34,4.59,4.08,12.26,11.22,2.88,3.05,5.0,5.53,3.02,3.05,2.59,1.22,2.23,0.94,16.21,18.31,3.49,4.13,0.34,0.39,0.59,0.51,0.34,0.3,0.29,0.29
3000,2013_1166_1338,0.5,2013,1166,1338,27,24,26.68,25.56,4.03,5.56,52.56,53.78,5.97,6.03,8.76,5.06,3.3,2.66,20.82,14.06,4.6,5.36,13.26,13.41,5.07,4.25,17.68,20.19,6.12,5.13,8.41,12.94,4.26,4.3,26.82,22.41,4.08,5.14,17.18,16.53,4.59,4.79,12.26,10.91,2.88,3.57,5.0,6.66,3.02,2.73,2.59,3.94,2.23,2.15,16.21,17.12,3.49,4.21,0.34,0.38,0.59,0.52,0.34,0.31,0.29,0.41
3001,2013_1166_1355,0.5,2013,1166,1355,27,22,26.68,25.32,4.03,3.8,52.56,54.68,5.97,6.76,8.76,7.84,3.3,2.44,20.82,19.87,4.6,4.53,13.26,14.16,5.07,5.69,17.68,18.32,6.12,7.25,8.41,9.16,4.26,3.5,26.82,24.77,4.08,5.78,17.18,13.9,4.59,3.79,12.26,10.55,2.88,4.1,5.0,5.1,3.02,2.62,2.59,2.19,2.23,1.85,16.21,14.32,3.49,3.99,0.34,0.34,0.59,0.54,0.34,0.27,0.29,0.28
3002,2013_1166_1361,0.5,2013,1166,1361,27,20,26.68,24.27,4.03,4.22,52.56,56.17,5.97,6.53,8.76,5.9,3.3,3.07,20.82,18.2,4.6,4.3,13.26,13.83,5.07,5.31,17.68,20.23,6.12,7.62,8.41,10.8,4.26,4.31,26.82,25.87,4.08,4.54,17.18,12.03,4.59,4.44,12.26,11.93,2.88,3.41,5.0,6.57,3.02,2.65,2.59,4.37,2.23,2.48,16.21,15.2,3.49,3.61,0.34,0.37,0.59,0.49,0.34,0.3,0.29,0.31
3003,2013_1166_1380,0.5,2013,1166,1380,27,20,26.68,22.66,4.03,5.14,52.56,52.9,5.97,5.37,8.76,6.62,3.3,2.77,20.82,18.21,4.6,4.08,13.26,14.66,5.07,5.51,17.68,21.31,6.12,8.68,8.41,8.83,4.26,3.61,26.82,25.72,4.08,5.85,17.18,10.76,4.59,4.11,12.26,11.0,2.88,3.59,5.0,7.03,3.02,3.19,2.59,4.0,2.23,2.19,16.21,17.48,3.49,5.19,0.34,0.41,0.59,0.49,0.34,0.28,0.29,0.27
3004,2013_1166_1387,0.5,2013,1166,1387,27,27,26.68,23.12,4.03,3.99,52.56,51.67,5.97,7.57,8.76,6.15,3.3,2.64,20.82,17.73,4.6,5.61,13.26,16.3,5.07,5.59,17.68,23.09,6.12,7.12,8.41,9.03,4.26,3.64,26.82,23.82,4.08,3.94,17.18,12.88,4.59,3.21,12.26,11.48,2.88,3.59,5.0,7.48,3.02,3.35,2.59,3.15,2.23,1.79,16.21,17.36,3.49,4.45,0.34,0.46,0.59,0.51,0.34,0.31,0.29,0.28
3005,2013_1166_1388,0.5,2013,1166,1388,27,26,26.68,26.06,4.03,4.55,52.56,55.25,5.97,5.7,8.76,7.84,3.3,2.83,20.82,21.03,4.6,5.59,13.26,14.91,5.07,6.09,17.68,20.41,6.12,7.28,8.41,11.94,4.26,3.93,26.82,24.88,4.08,4.54,17.18,14.5,4.59,4.96,12.26,11.94,2.88,3.56,5.0,6.03,3.02,2.43,2.59,2.97,2.23,1.8,16.21,17.53,3.49,3.7,0.34,0.38,0.59,0.54,0.34,0.32,0.29,0.37
3006,2013_1166_1393,0.5,2013,1166,1393,27,26,26.68,25.69,4.03,5.9,52.56,58.37,5.97,8.99,8.76,6.06,3.3,3.02,20.82,18.11,4.6,5.41,13.26,13.91,5.07,5.94,17.68,20.6,6.12,8.06,8.41,14.54,4.26,5.16,26.82,24.2,4.08,6.46,17.18,14.54,4.59,5.46,12.26,12.63,2.88,4.12,5.0,8.89,3.02,3.46,2.59,6.2,2.23,2.97,16.21,16.17,3.49,4.41,0.34,0.36,0.59,0.49,0.34,0.35,0.29,0.39
3007,2013_1166_1396,0.5,2013,1166,1396,27,23,26.68,25.19,4.03,3.33,52.56,58.59,5.97,6.19,8.76,7.28,3.3,2.85,20.82,21.81,4.6,5.63,13.26,15.09,5.07,6.11,17.68,20.81,6.12,7.74,8.41,11.34,4.26,3.77,26.82,23.09,4.08,4.1,17.18,14.88,4.59,3.41,12.26,10.97,2.88,3.44,5.0,8.03,3.02,3.35,2.59,3.69,2.23,1.75,16.21,16.41,3.49,3.63,0.34,0.36,0.59,0.49,0.34,0.26,0.29,0.31
3008,2013_1166_1417,0.5,2013,1166,1417,27,25,26.68,27.68,4.03,4.81,52.56,60.82,5.97,7.02,8.76,4.91,3.3,2.43,20.82,14.47,4.6,5.16,13.26,14.47,5.07,5.42,17.68,20.03,6.12,7.72,8.41,10.82,4.26,3.29,26.82,25.47,4.08,4.98,17.18,16.15,4.59,5.46,12.26,11.06,2.88,3.06,5.0,8.18,3.02,2.6,2.59,3.68,2.23,2.18,16.21,14.91,3.49,3.13,0.34,0.34,0.59,0.5,0.34,0.25,0.29,0.3
3009,2013_1166_1424,0.5,2013,1166,1424,27,24,26.68,24.94,4.03,3.95,52.56,57.12,5.97,5.57,8.76,6.48,3.3,1.79,20.82,19.82,4.6,5.04,13.26,14.73,5.07,6.53,17.68,20.85,6.12,8.42,8.41,11.76,4.26,3.98,26.82,28.09,4.08,4.2,17.18,16.0,4.59,4.91,12.26,14.06,2.88,3.38,5.0,7.18,3.02,2.95,2.59,5.82,2.23,2.71,16.21,16.94,3.49,3.72,0.34,0.37,0.59,0.49,0.34,0.38,0.29,0.33
3010,2013_1166_1433,0.5,2013,1166,1433,27,26,26.68,28.0,4.03,5.53,52.56,62.35,5.97,8.77,8.76,7.94,3.3,3.63,20.82,22.59,4.6,6.76,13.26,13.38,5.07,5.4,17.68,19.09,6.12,6.89,8.41,13.88,4.26,3.79,26.82,20.94,4.08,3.42,17.18,14.71,4.59,5.47,12.26,11.82,2.88,3.31,5.0,11.82,3.02,4.75,2.59,3.15,2.23,2.03,16.21,19.91,3.49,3.36,0.34,0.32,0.59,0.51,0.34,0.29,0.29,0.37
3011,2013_1166_1434,0.5,2013,1166,1434,27,25,26.68,24.25,4.03,4.64,52.56,49.81,5.97,7.08,8.76,7.44,3.3,3.19,20.82,19.84,4.6,4.16,13.26,15.53,5.07,6.89,17.68,21.06,6.12,8.45,8.41,8.94,4.26,4.35,26.82,23.91,4.08,4.64,17.18,13.88,4.59,4.32,12.26,14.41,2.88,4.61,5.0,6.38,3.02,2.54,2.59,3.25,2.23,2.23,16.21,17.5,3.49,3.47,0.34,0.44,0.59,0.56,0.34,0.47,0.29,0.31
3012,2013_1166_1437,0.5,2013,1166,1437,27,19,26.68,21.19,4.03,4.18,52.56,51.22,5.97,7.53,8.76,6.09,3.3,2.9,20.82,18.09,4.6,4.93,13.26,18.97,5.07,6.71,17.68,26.28,6.12,8.07,8.41,11.16,4.26,5.11,26.82,24.97,4.08,3.82,17.18,12.28,4.59,3.16,12.26,15.62,2.88,4.29,5.0,7.53,3.02,3.36,2.59,3.47,2.23,2.17,16.21,19.03,3.49,4.2,0.34,0.53,0.59,0.48,0.34,0.48,0.29,0.32
3013,2013_1166_1443,0.5,2013,1166,1443,27,19,26.68,23.26,4.03,4.29,52.56,54.03,5.97,7.14,8.76,6.53,3.3,2.11,20.82,19.65,4.6,4.36,13.26,13.94,5.07,5.48,17.68,20.5,6.12,7.18,8.41,11.91,4.26,3.5,26.82,23.76,4.08,4.53,17.18,11.26,4.59,4.19,12.26,15.06,2.88,4.77,5.0,6.09,3.02,2.39,2.59,3.26,2.23,1.88,16.21,18.94,3.49,3.82,0.34,0.39,0.59,0.49,0.34,0.58,0.29,0.35
3014,2013_1166_1455,0.5,2013,1166,1455,27,26,26.68,24.59,4.03,4.1,52.56,55.5,5.97,5.87,8.76,6.59,3.3,2.13,20.82,19.56,4.6,3.29,13.26,13.68,5.07,4.66,17.68,19.88,6.12,5.92,8.41,13.15,4.26,4.61,26.82,25.29,4.08,5.02,17.18,13.79,4.59,4.33,12.26,12.79,2.88,3.73,5.0,7.47,3.02,2.89,2.59,4.47,2.23,2.57,16.21,17.71,3.49,4.87,0.34,0.36,0.59,0.51,0.34,0.37,0.29,0.37
3015,2013_1166_1458,0.5,2013,1166,1458,27,23,26.68,23.76,4.03,4.99,52.56,55.88,5.97,6.25,8.76,7.41,3.3,2.68,20.82,22.18,4.6,4.83,13.26,10.59,5.07,5.93,17.68,16.74,6.12,8.56,8.41,11.5,4.26,4.29,26.82,25.18,4.08,5.48,17.18,13.38,4.59,3.76,12.26,9.74,2.88,3.17,5.0,5.68,3.02,3.24,2.59,4.29,2.23,2.43,16.21,13.97,3.49,4.19,0.34,0.3,0.59,0.49,0.34,0.25,0.29,0.32
3016,2013_1172_1181,0.5,2013,1172,1181,25,27,24.56,27.34,3.67,3.85,53.16,57.41,5.97,6.96,7.5,7.75,2.83,2.88,20.47,19.09,5.19,4.71,16.47,15.84,4.8,6.05,20.56,21.66,5.35,6.77,9.03,9.66,3.74,3.57,24.44,24.16,5.71,4.28,13.75,14.69,3.52,4.06,11.0,10.72,3.22,3.72,5.72,6.53,2.67,2.53,2.75,3.78,1.8,2.04,17.62,17.72,4.13,3.34,0.39,0.39,0.53,0.55,0.28,0.25,0.28,0.29
3017,2013_1172_1195,0.5,2013,1172,1195,25,22,24.56,26.22,3.67,4.16,53.16,57.5,5.97,7.41,7.5,6.62,2.83,3.2,20.47,20.03,5.19,5.54,16.47,13.28,4.8,4.68,20.56,19.81,5.35,6.84,9.03,11.69,3.74,3.77,24.44,24.75,5.71,3.77,13.75,13.72,3.52,3.25,11.0,14.66,3.22,4.32,5.72,8.81,2.67,2.76,2.75,3.78,1.8,2.24,17.62,17.59,4.13,3.94,0.39,0.36,0.53,0.51,0.28,0.42,0.28,0.33
3018,2013_1172_1196,0.5,2013,1172,1196,25,26,24.56,26.21,3.67,4.0,53.16,54.52,5.97,5.56,7.5,8.39,2.83,2.93,20.47,22.06,5.19,6.14,16.47,10.82,4.8,4.71,20.56,15.88,5.35,6.46,9.03,10.55,3.74,3.65,24.44,24.52,5.71,4.98,13.75,14.82,3.52,4.86,11.0,11.12,3.22,3.41,5.72,6.97,2.67,3.48,2.75,3.3,1.8,2.26,17.62,14.12,4.13,3.29,0.39,0.3,0.53,0.56,0.28,0.31,0.28,0.34
3019,2013_1172_1207,0.5,2013,1172,1207,25,25,24.56,23.0,3.67,5.28,53.16,50.42,5.97,6.63,7.5,5.87,2.83,2.69,20.47,16.42,5.19,4.96,16.47,12.71,4.8,5.75,20.56,18.68,5.35,8.17,9.03,9.23,3.74,3.2,24.44,23.71,5.71,5.23,13.75,14.81,3.52,4.14,11.0,12.68,3.22,3.46,5.72,7.55,2.67,3.21,2.75,3.84,1.8,1.92,17.62,16.87,4.13,4.43,0.39,0.39,0.53,0.51,0.28,0.39,0.28,0.31
3020,2013_1172_1211,0.5,2013,1172,1211,25,30,24.56,27.31,3.67,4.72,53.16,54.78,5.97,6.98,7.5,6.22,2.83,2.72,20.47,17.06,5.19,5.08,16.47,15.97,4.8,5.88,20.56,22.44,5.35,7.16,9.03,11.47,3.74,3.2,24.44,25.62,5.71,5.13,13.75,14.84,3.52,3.22,11.0,11.16,3.22,3.41,5.72,7.88,2.67,3.31,2.75,2.78,1.8,1.74,17.62,15.91,4.13,3.28,0.39,0.42,0.53,0.55,0.28,0.29,0.28,0.37
3021,2013_1172_1217,0.5,2013,1172,1217,25,18,24.56,22.7,3.67,3.87,53.16,47.04,5.97,4.74,7.5,6.37,2.83,2.54,20.47,15.89,5.19,3.98,16.47,17.15,4.8,6.3,20.56,23.7,5.35,8.49,9.03,7.15,3.74,3.27,24.44,21.96,5.71,3.25,13.75,13.07,3.52,4.24,11.0,13.67,3.22,3.95,5.72,7.37,2.67,2.42,2.75,4.15,1.8,3.01,17.62,15.11,4.13,3.56,0.39,0.51,0.53,0.55,0.28,0.41,0.28,0.26
3022,2013_1172_1228,0.5,2013,1172,1228,25,21,24.56,23.94,3.67,4.32,53.16,57.94,5.97,7.32,7.5,7.7,2.83,3.09,20.47,23.85,5.19,4.56,16.47,13.06,4.8,4.71,20.56,18.09,5.35,6.47,9.03,11.85,3.74,3.59,24.44,21.45,5.71,4.99,13.75,10.15,3.52,3.53,11.0,11.48,3.22,3.82,5.72,6.88,2.67,2.39,2.75,3.91,1.8,2.26,17.62,18.21,4.13,4.46,0.39,0.32,0.53,0.48,0.28,0.3,0.28,0.33
3023,2013_1172_1231,0.5,2013,1172,1231,25,27,24.56,26.88,3.67,5.16,53.16,55.27,5.97,8.01,7.5,7.3,2.83,2.3,20.47,17.76,5.19,4.05,16.47,18.94,4.8,6.63,20.56,25.42,5.35,9.23,9.03,12.45,3.74,3.63,24.44,26.15,5.71,4.6,13.75,14.55,3.52,4.79,11.0,13.0,3.22,3.02,5.72,7.48,2.67,2.88,2.75,3.73,1.8,1.86,17.62,17.09,4.13,2.87,0.39,0.48,0.53,0.55,0.28,0.34,0.28,0.4
3024,2013_1172_1233,0.5,2013,1172,1233,25,20,24.56,28.27,3.67,4.84,53.16,61.85,5.97,8.78,7.5,8.39,2.83,3.64,20.47,22.52,5.19,6.95,16.47,15.76,4.8,5.94,20.56,20.24,5.35,7.24,9.03,11.55,3.74,3.87,24.44,24.48,5.71,5.36,13.75,15.45,3.52,5.53,11.0,12.18,3.22,3.27,5.72,6.61,2.67,2.66,2.75,3.0,1.8,1.37,17.62,17.09,4.13,3.81,0.39,0.34,0.53,0.53,0.28,0.28,0.28,0.32
3025,2013_1172_1235,0.5,2013,1172,1235,25,22,24.56,27.58,3.67,4.11,53.16,60.61,5.97,8.51,7.5,9.85,2.83,3.07,20.47,26.61,5.19,5.34,16.47,14.64,4.8,7.42,20.56,20.03,5.35,9.4,9.03,12.27,3.74,4.69,24.44,26.45,5.71,5.33,13.75,15.97,3.52,4.12,11.0,13.27,3.22,4.19,5.72,6.52,2.67,2.56,2.75,2.91,1.8,2.16,17.62,16.97,4.13,3.84,0.39,0.34,0.53,0.54,0.28,0.34,0.28,0.34
3026,2013_1172_1241,0.5,2013,1172,1241,25,20,24.56,22.53,3.67,4.3,53.16,53.62,5.97,5.68,7.5,5.74,2.83,1.97,20.47,17.21,5.19,4.37,16.47,14.38,4.8,4.12,20.56,20.53,5.35,5.5,9.03,10.0,3.74,3.6,24.44,22.71,5.71,4.41,13.75,11.74,3.52,4.06,11.0,11.18,3.22,3.34,5.72,7.88,2.67,2.94,2.75,4.5,1.8,2.18,17.62,17.15,4.13,3.69,0.39,0.39,0.53,0.47,0.28,0.29,0.28,0.29
3027,2013_1172_1242,0.5,2013,1172,1242,25,29,24.56,26.62,3.67,5.15,53.16,55.47,5.97,6.95,7.5,6.03,2.83,3.21,20.47,16.41,5.19,4.86,16.47,16.12,4.8,5.13,20.56,22.0,5.35,6.39,9.03,10.97,3.74,3.29,24.44,28.15,5.71,4.67,13.75,15.65,3.52,5.33,11.0,13.68,3.22,2.42,5.72,7.18,2.67,2.89,2.75,6.62,1.8,3.31,17.62,16.97,4.13,4.14,0.39,0.41,0.53,0.54,0.28,0.36,0.28,0.34
3028,2013_1172_1243,0.5,2013,1172,1243,25,26,24.56,24.67,3.67,3.92,53.16,57.09,5.97,6.47,7.5,6.82,2.83,2.54,20.47,18.97,5.19,4.69,16.47,12.52,4.8,5.01,20.56,18.15,5.35,6.47,9.03,13.39,3.74,5.09,24.44,21.27,5.71,4.32,13.75,16.0,3.52,4.19,11.0,11.61,3.22,3.43,5.72,7.03,2.67,2.47,2.75,3.64,1.8,1.78,17.62,18.27,4.13,3.9,0.39,0.32,0.53,0.49,0.28,0.32,0.28,0.38
3029,2013_1172_1247,0.5,2013,1172,1247,25,21,24.56,25.73,3.67,4.16,53.16,57.4,5.97,7.93,7.5,7.6,2.83,3.82,20.47,20.5,5.19,5.81,16.47,13.37,4.8,5.39,20.56,18.1,5.35,6.1,9.03,10.1,3.74,3.87,24.44,21.6,5.71,4.69,13.75,14.37,3.52,5.34,11.0,11.7,3.22,3.81,5.72,8.07,2.67,2.74,2.75,3.57,1.8,1.98,17.62,15.3,4.13,3.71,0.39,0.32,0.53,0.52,0.28,0.3,0.28,0.29
3030,2013_1172_1251,0.5,2013,1172,1251,25,12,24.56,22.69,3.67,4.65,53.16,53.84,5.97,7.24,7.5,6.78,2.83,2.46,20.47,18.47,5.19,5.21,16.47,15.22,4.8,5.9,20.56,20.75,5.35,6.86,9.03,10.06,3.74,3.51,24.44,24.81,5.71,4.31,13.75,11.62,3.52,3.72,11.0,13.31,3.22,3.89,5.72,5.12,2.67,2.28,2.75,2.91,1.8,2.05,17.62,18.91,4.13,4.21,0.39,0.39,0.53,0.49,0.28,0.39,0.28,0.29
3031,2013_1172_1254,0.5,2013,1172,1254,25,20,24.56,27.09,3.67,4.17,53.16,56.03,5.97,6.96,7.5,7.36,2.83,2.46,20.47,19.12,5.19,4.43,16.47,17.91,4.8,6.27,20.56,25.97,5.35,8.21,9.03,11.79,3.74,3.28,24.44,23.61,5.71,5.8,13.75,15.27,3.52,3.25,11.0,14.39,3.22,4.77,5.72,6.82,2.67,2.76,2.75,3.52,1.8,1.87,17.62,17.73,4.13,3.63,0.39,0.48,0.53,0.55,0.28,0.39,0.28,0.35
3032,2013_1172_1257,0.5,2013,1172,1257,25,29,24.56,25.85,3.67,4.37,53.16,58.06,5.97,7.0,7.5,5.82,2.83,2.61,20.47,17.62,5.19,6.42,16.47,16.03,4.8,6.67,20.56,22.53,5.35,8.7,9.03,13.62,3.74,4.32,24.44,23.88,5.71,4.52,13.75,15.0,3.52,4.44,11.0,12.68,3.22,3.22,5.72,10.74,2.67,2.65,2.75,4.24,1.8,1.91,17.62,17.74,4.13,4.47,0.39,0.39,0.53,0.5,0.28,0.34,0.28,0.38
3033,2013_1172_1266,0.5,2013,1172,1266,25,23,24.56,24.52,3.67,4.46,53.16,52.55,5.97,6.69,7.5,4.26,2.83,1.53,20.47,14.16,5.19,3.83,16.47,15.71,4.8,7.37,20.56,21.74,5.35,8.14,9.03,11.52,3.74,3.72,24.44,23.45,5.71,4.58,13.75,14.35,3.52,4.46,11.0,13.61,3.22,3.17,5.72,6.74,2.67,2.8,2.75,3.42,1.8,2.22,17.62,16.97,4.13,4.05,0.39,0.42,0.53,0.51,0.28,0.4,0.28,0.37
3034,2013_1172_1272,0.5,2013,1172,1272,25,30,24.56,27.56,3.67,5.37,53.16,57.59,5.97,7.61,7.5,6.18,2.83,2.7,20.47,16.29,5.19,5.02,16.47,14.56,4.8,5.66,20.56,21.85,5.35,7.91,9.03,12.26,3.74,4.2,24.44,25.53,5.71,3.95,13.75,17.21,3.52,5.43,11.0,14.62,3.22,4.02,5.72,8.97,2.67,3.27,2.75,6.29,1.8,2.8,17.62,18.09,4.13,4.32,0.39,0.39,0.53,0.53,0.28,0.4,0.28,0.36
3035,2013_1172_1274,0.5,2013,1172,1274,25,27,24.56,25.06,3.67,4.12,53.16,54.48,5.97,6.32,7.5,6.82,2.83,3.04,20.47,19.03,5.19,4.49,16.47,12.97,4.8,4.92,20.56,19.15,5.35,6.27,9.03,10.03,3.74,3.05,24.44,25.73,5.71,5.7,13.75,11.27,3.52,3.56,11.0,10.91,3.22,2.82,5.72,6.33,2.67,2.71,2.75,4.55,1.8,2.65,17.62,14.73,4.13,3.96,0.39,0.36,0.53,0.53,0.28,0.28,0.28,0.31
3036,2013_1172_1276,0.5,2013,1172,1276,25,25,24.56,27.66,3.67,4.25,53.16,57.56,5.97,6.47,7.5,7.34,2.83,3.25,20.47,19.56,5.19,4.3,16.47,11.72,4.8,5.88,20.56,16.5,5.35,7.43,9.03,10.59,3.74,3.05,24.44,24.31,5.71,5.16,13.75,14.12,3.52,4.78,11.0,9.22,3.22,3.59,5.72,6.03,2.67,2.66,2.75,2.84,1.8,2.07,17.62,13.06,4.13,4.32,0.39,0.3,0.53,0.55,0.28,0.23,0.28,0.33
3037,2013_1172_1277,0.5,2013,1172,1277,25,24,24.56,24.38,3.67,3.37,53.16,52.94,5.97,7.25,7.5,4.97,2.83,2.13,20.47,14.44,5.19,4.09,16.47,13.78,4.8,5.67,20.56,19.41,5.35,7.07,9.03,11.28,3.74,4.08,24.44,25.19,5.71,4.2,13.75,13.09,3.52,3.95,11.0,13.16,3.22,3.74,5.72,8.06,2.67,3.4,2.75,3.81,1.8,2.46,17.62,16.0,4.13,3.36,0.39,0.38,0.53,0.51,0.28,0.39,0.28,0.35
3038,2013_1172_1278,0.5,2013,1172,1278,25,20,24.56,23.88,3.67,5.2,53.16,53.97,5.97,7.39,7.5,5.22,2.83,2.28,20.47,16.0,5.19,4.11,16.47,15.47,4.8,4.89,20.56,22.59,5.35,5.66,9.03,14.91,3.74,4.87,24.44,23.94,5.71,4.61,13.75,14.78,3.52,4.68,11.0,13.81,3.22,3.99,5.72,7.56,2.67,3.89,2.75,5.72,1.8,2.54,17.62,17.53,4.13,4.06,0.39,0.42,0.53,0.49,0.28,0.45,0.28,0.44
